Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Accuracy,Precision,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,ImADA1_SVM,30,1000,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9676361966077837, 0.33347657928663466, 0.576786800335001, 0.44167045356461093, 0.5340905119263774, 0.4908633620671278, 0.5308306525527774, 0.4602742814399885, 0.5381407950637835, 0.4941914982752353, 0.4999999999999999, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999]","[-1.6989077838241868, 0.34625132149666116, -0.15479831560760024, 0.11719267462013326, -0.06828696946396351, 0.018275310165744896, -0.061739631690255224, 0.07961925306897774, -0.07643006668539991, 0.011617526081855283, 2.2204460492503126e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16]"
0.2,ImADA2_SVM,30,1000,0.1,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.35296291319537765, 0.5532503102692576, 0.490248217924203, 0.5016542790816965, 0.49971561923154895, 0.500048775776305, 0.49999163092156607, 0.5000014358927714, 0.4999997536393341, 0.5000000422687956, 0.499999992747821, 0.5000000012442771, 0.499999999786516, 0.5000000000366278, 0.49999999999371547, 0.5000000000010785, 0.4999999999998148, 0.5000000000000318, 0.49999999999999456, 0.5000000000000009, 0.49999999999999994, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002]","[0.30302031219772346, -0.10690604010341707, 0.019506037696680623, -0.003308570235912551, 0.000568761598231562, -9.755155291950973e-05, 1.6738156869399877e-05, -2.8717855427130527e-06, 4.927213317665536e-07, -8.453759113523478e-08, 1.4504358059619116e-08, -2.4885542577491543e-09, 4.2696801631580656e-10, -7.325562379460316e-11, 1.256905690622834e-11, -2.1569412922464066e-12, 3.7037040101481505e-13, -6.350475700856299e-14, 1.0880185641326416e-14, -1.7763568394002536e-15, 1.1102230246251564e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16]"
0.2,ImADA_12_SVM,30,1000,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.99895258422999, 0.05986870799882749, 0.3980734547576938, 0.4984758273042996, 0.5001720241087733, 0.49998054939419945, 0.5000021988105804, 0.4999997514277861, 0.5000000281006394, 0.4999999968232726, 0.5000000003591234, 0.4999999999594017, 0.5000000000045896, 0.4999999999994813, 0.5000000000000585, 0.49999999999999345, 0.5000000000000009, 0.49999999999999983, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[-3.4301906775997435, 1.376932786628911, 0.20674943602301052, 0.0030483548336113944, -0.0003440482311214198, 3.890121162069453e-05, -4.3976211608191085e-06, 4.971444278297441e-07, -5.62012787363999e-08, 6.353454721931485e-09, -7.182467958884575e-10, 8.119660498857779e-11, -9.179101923080125e-12, 1.03739239420867e-12, -1.1701750679550518e-13, 1.3100631690576675e-14, -1.7763568394002536e-15, 4.440892098500624e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA1_WSVM,30,1000,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9676361966077837, 0.499999999999999, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002]","[-1.6989077838241868, 1.998401444325278e-15, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16]"
0.2,ImADA2_WSVM,30,1000,0.1,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.35296291319537765, 0.5532503102692576, 0.4567252742244581, 0.5231188937309986, 0.47296678650243607, 0.5167232176378767, 0.494242113882996, 0.5019462750352398, 0.49883988801129747, 0.5006478310059042, 0.4995321923060405, 0.5002849895332103, 0.490071555938109, 0.5087650986591461, 0.4956152843079976, 0.5027033069007991, 0.49783637178730644, 0.501619013814659, 0.4986449201830023, 0.5010271715734871, 0.49913808181740305, 0.5006539478151988, 0.4994511882481431, 0.50041646399395, 0.4996504911452888, 0.5002652474120534, 0.49977739751330497, 0.5001689456600175, 0.49985821688078746, 0.5001076110244462]","[0.30302031219772346, -0.10690604010341707, 0.0867665365033085, -0.04627078089205201, 0.05411920152721728, -0.03345891542820465, 0.011516281321588938, -0.0038925697305612498, 0.002320228141013565, -0.0012956627368356035, 0.0009356156609242127, -0.00056997912814487, 0.019859498571942705, -0.017531993371697696, 0.008769656192691168, -0.005406666483616989, 0.004327283435196439, -0.003238038946104673, 0.002710166269367316, -0.0020543460369805673, 0.001723838072721166, -0.0013078963761565092, 0.0010976239445113993, -0.0008329281805199823, 0.0006990178232751434, -0.0005304948738715147, 0.00044520500280439984, -0.0003378913328940287, 0.0002835662460255881, -0.0002152220522155292]"
0.2,ImADA_12_WSVM,30,1000,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.99895258422999, 0.05986870799882749, 0.39451847577684196, 0.48900951998093894, 0.6128257067408138, 0.4164231127407758, 0.5367316148585128, 0.480496366560109, 0.5098386262192205, 0.4930993561301688, 0.5041152590984463, 0.49210039386288285, 0.506879971773109, 0.4940792147975319, 0.5044995778803999, 0.49622563129803254, 0.5028517232134593, 0.49761120987019536, 0.5018054010820479, 0.4984877984644288, 0.5011433447139335, 0.49904234842218775, 0.5007242447771318, 0.499393386820452, 0.500458836880168, 0.4996156898662343, 0.5002907175092102, 0.4997565035599255, 0.5001842081694856, 0.49984571315465987]","[-3.4301906775997435, 1.376932786628911, 0.21417903834020166, 0.021984501190715183, -0.2296028026832459, 0.16873718541272156, -0.07359581589297251, 0.03902706901607663, -0.019679792668359935, 0.013802164109080674, -0.008230704053470369, 0.015800527045180576, -0.013760812062654828, 0.011842123937519706, -0.008999398704227782, 0.0075488807931699785, -0.0057035082711677535, 0.004777616609965255, -0.0036108178566350113, 0.00302441229261203, -0.0022866934135399673, 0.001915305497653503, -0.0014484905673008898, 0.00121322695435325, -0.0009176740179348738, 0.000768620418892534, -0.0005814350839416127, 0.00048699291864767426, -0.00036841635563969043, 0.0003085737004741389]"
0.2,WSVM,30,1000,0.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,30,1000,0.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2336065573770493, 0.40552584670231717, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.594028674510018, 0.19124631348233692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA1_SVM,30,1000,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.8518425050324505, 0.33347657928663516, 0.5767868003350015, 0.441670453564611, 0.5340905119263776, 0.4908633620671276, 0.5308306525527775, 0.46027428143998816, 0.5381407950637839, 0.49419149827523506, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[-0.8745628966775243, 0.34625132149666, -0.15479831560760138, 0.11719267462013318, -0.06828696946396395, 0.018275310165745108, -0.06173963169025542, 0.07961925306897841, -0.07643006668540055, 0.011617526081855716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_SVM,30,1000,0.5,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.35296291319537765, 0.5532503102692576, 0.490248217924203, 0.5016542790816965, 0.49971561923154895, 0.500048775776305, 0.49999163092156607, 0.5000014358927714, 0.4999997536393341, 0.5000000422687956, 0.499999992747821, 0.5000000012442771, 0.499999999786516, 0.5000000000366278, 0.49999999999371547, 0.5000000000010785, 0.4999999999998148, 0.5000000000000318, 0.49999999999999456, 0.5000000000000009, 0.49999999999999994, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002]","[0.30302031219772346, -0.10690604010341707, 0.019506037696680623, -0.003308570235912551, 0.000568761598231562, -9.755155291950973e-05, 1.6738156869399877e-05, -2.8717855427130527e-06, 4.927213317665536e-07, -8.453759113523478e-08, 1.4504358059619116e-08, -2.4885542577491543e-09, 4.2696801631580656e-10, -7.325562379460316e-11, 1.256905690622834e-11, -2.1569412922464066e-12, 3.7037040101481505e-13, -6.350475700856299e-14, 1.0880185641326416e-14, -1.7763568394002536e-15, 1.1102230246251564e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16]"
0.2,ImADA_12_SVM,30,1000,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9780493566849405, 0.21552005714576639, 0.38360759434416397, 0.5114061206850676, 0.49492954002322054, 0.5121595519032562, 0.48723527793148247, 0.512433976711085, 0.48775997278457267, 0.5118517873671656, 0.488333917478346, 0.5113119475486926, 0.48885744805815706, 0.5108191657179781, 0.48933587804803685, 0.5103676510442754, 0.48977479264116003, 0.5099524196399472, 0.4901789026576642, 0.5095692588336597, 0.4905521978227527, 0.5092145846730858, 0.4908980796604347, 0.5088853287445342, 0.49121946615425854, 0.5085788485979452, 0.4915188748105399, 0.5082928562365656, 0.4917984891530626, 0.5080253605563781]","[-1.898381844212276, 0.6459835136212654, 0.23713182125794477, -0.022816199757142743, 0.010141267599855857, -0.02432389976695773, 0.02553499260009758, -0.024873081564459183, 0.02448494626898608, -0.023708015590705137, 0.023336400358656004, -0.022627756226125974, 0.022288794102933975, -0.021641709532687632, 0.021331478816873407, -0.020738274588812965, 0.020453266353761154, -0.01990746868819239, 0.01964472135936014, -0.019140854884643295, 0.01889785368957765, -0.018431256164012103, 0.0182058518741491, -0.017772528479361484, 0.017562873251237583, -0.017159381158568437, 0.01696387744104425, -0.016587233555846192, 0.01640449305894369, -0.01605209968499968]"
0.2,ImADA1_WSVM,30,1000,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.8518425050324505, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001]","[-0.8745628966775243, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16]"
0.2,ImADA2_WSVM,30,1000,0.5,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.35296291319537765, 0.5532503102692576, 0.4567252742244581, 0.5231188937309986, 0.47296678650243607, 0.5167232176378767, 0.494242113882996, 0.5019462750352398, 0.49883988801129747, 0.5006478310059042, 0.4995321923060405, 0.5002849895332103, 0.490071555938109, 0.5087650986591461, 0.4956152843079976, 0.5027033069007991, 0.49783637178730644, 0.501619013814659, 0.4986449201830023, 0.5010271715734871, 0.49913808181740305, 0.5006539478151988, 0.4994511882481431, 0.50041646399395, 0.4996504911452888, 0.5002652474120534, 0.49977739751330497, 0.5001689456600175, 0.49985821688078746, 0.5001076110244462]","[0.30302031219772346, -0.10690604010341707, 0.0867665365033085, -0.04627078089205201, 0.05411920152721728, -0.03345891542820465, 0.011516281321588938, -0.0038925697305612498, 0.002320228141013565, -0.0012956627368356035, 0.0009356156609242127, -0.00056997912814487, 0.019859498571942705, -0.017531993371697696, 0.008769656192691168, -0.005406666483616989, 0.004327283435196439, -0.003238038946104673, 0.002710166269367316, -0.0020543460369805673, 0.001723838072721166, -0.0013078963761565092, 0.0010976239445113993, -0.0008329281805199823, 0.0006990178232751434, -0.0005304948738715147, 0.00044520500280439984, -0.0003378913328940287, 0.0002835662460255881, -0.0002152220522155292]"
0.2,ImADA_12_WSVM,30,1000,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9780493566849405, 0.21552005714576639, 0.38693959497845715, 0.5092449007328075, 0.4991521176475205, 0.500076972889443, 0.4999930057141819, 0.5000006354952603, 0.49999994225896216, 0.5000000052463415, 0.4999999995233182, 0.5000000000433114, 0.49999999999606476, 0.5000000000003575, 0.49999999999996747, 0.500000000000003, 0.4999999999999998, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[-1.898381844212276, 0.6459835136212654, 0.23009743778188294, -0.018491908951069058, 0.001695766330418984, -0.00015394578010207731, 1.398857163710064e-05, -1.2709905205931627e-06, 1.1548207566647235e-07, -1.0492682943803473e-08, 9.533636093698547e-10, -8.662270901322716e-11, 7.870593066110713e-12, -7.14983627859112e-13, 6.505906924302994e-14, -5.995204332975882e-15, 4.440892098500624e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,WSVM,30,1000,0.8,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,30,1000,0.8,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2336065573770493, 0.40552584670231717, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.594028674510018, 0.19124631348233692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA1_SVM,30,1000,0.8,0.52173913,0.75,0.625543242,0.48,0.580645161,0.352941176,0.635869565,"[[24 22]
 [ 4 12]]","[0.7777274306237191, 0.3334765792866353, 0.5767868003350018, 0.44167045356461093, 0.5340905119263776, 0.4908633620671275, 0.5308306525527775, 0.4602742814399883, 0.5381407950637839, 0.4941914982752352, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[-0.6262358489065066, 0.34625132149665966, -0.15479831560760204, 0.11719267462013326, -0.06828696946396395, 0.01827531016574543, -0.06173963169025542, 0.07961925306897821, -0.07643006668540055, 0.011617526081855607, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_SVM,30,1000,0.8,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.35296291319537765, 0.5532503102692576, 0.490248217924203, 0.5016542790816965, 0.49971561923154895, 0.500048775776305, 0.49999163092156607, 0.5000014358927714, 0.4999997536393341, 0.5000000422687956, 0.499999992747821, 0.5000000012442771, 0.499999999786516, 0.5000000000366278, 0.49999999999371547, 0.5000000000010785, 0.4999999999998148, 0.5000000000000318, 0.49999999999999456, 0.5000000000000009, 0.49999999999999994, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002, 0.4999999999999998, 0.5000000000000002]","[0.30302031219772346, -0.10690604010341707, 0.019506037696680623, -0.003308570235912551, 0.000568761598231562, -9.755155291950973e-05, 1.6738156869399877e-05, -2.8717855427130527e-06, 4.927213317665536e-07, -8.453759113523478e-08, 1.4504358059619116e-08, -2.4885542577491543e-09, 4.2696801631580656e-10, -7.325562379460316e-11, 1.256905690622834e-11, -2.1569412922464066e-12, 3.7037040101481505e-13, -6.350475700856299e-14, 1.0880185641326416e-14, -1.7763568394002536e-15, 1.1102230246251564e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16]"
0.2,ImADA_12_SVM,30,1000,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9505949049028665, 0.2840645020916792, 0.3792668668438537, 0.5191502353579465, 0.49782324146317025, 0.5002417871508461, 0.49997307376904637, 0.5000029977357408, 0.4999996662471411, 0.5000000371582365, 0.4999999958630015, 0.5000000004605913, 0.49999999994872024, 0.500000000005709, 0.49999999999936473, 0.5000000000000705, 0.49999999999999206, 0.5000000000000009, 0.5000000000000001, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001]","[-1.4785172228985743, 0.46219437188394646, 0.2463305804261696, -0.03831921520289035, 0.004353544578202887, -0.00048357433938586334, 5.385246195929866e-05, -5.995471481567158e-06, 6.675057177791307e-07, -7.431647300284472e-08, 8.273997085625584e-09, -9.211826865355495e-10, 1.0255951642448948e-10, -1.141797767458533e-11, 1.270539229379415e-12, -1.4099832412741477e-13, 1.5987211554602e-14, -1.7763568394002536e-15, -2.2204460492503136e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16]"
0.2,ImADA1_WSVM,30,1000,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.7777274306237191, 0.5000000000000003, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983]","[-0.6262358489065066, -6.661338147750944e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16]"
0.2,ImADA2_WSVM,30,1000,0.8,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.35296291319537765, 0.5532503102692576, 0.4567252742244581, 0.5231188937309986, 0.47296678650243607, 0.5167232176378767, 0.494242113882996, 0.5019462750352398, 0.49883988801129747, 0.5006478310059042, 0.4995321923060405, 0.5002849895332103, 0.490071555938109, 0.5087650986591461, 0.4956152843079976, 0.5027033069007991, 0.49783637178730644, 0.501619013814659, 0.4986449201830023, 0.5010271715734871, 0.49913808181740305, 0.5006539478151988, 0.4994511882481431, 0.50041646399395, 0.4996504911452888, 0.5002652474120534, 0.49977739751330497, 0.5001689456600175, 0.49985821688078746, 0.5001076110244462]","[0.30302031219772346, -0.10690604010341707, 0.0867665365033085, -0.04627078089205201, 0.05411920152721728, -0.03345891542820465, 0.011516281321588938, -0.0038925697305612498, 0.002320228141013565, -0.0012956627368356035, 0.0009356156609242127, -0.00056997912814487, 0.019859498571942705, -0.017531993371697696, 0.008769656192691168, -0.005406666483616989, 0.004327283435196439, -0.003238038946104673, 0.002710166269367316, -0.0020543460369805673, 0.001723838072721166, -0.0013078963761565092, 0.0010976239445113993, -0.0008329281805199823, 0.0006990178232751434, -0.0005304948738715147, 0.00044520500280439984, -0.0003378913328940287, 0.0002835662460255881, -0.0002152220522155292]"
0.2,ImADA_12_WSVM,30,1000,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9505949049028665, 0.25355153944958286, 0.4278712611480703, 0.5114234708270489, 0.4980133909929799, 0.5003400570760371, 0.4999416321742378, 0.5000100136509416, 0.49999828190895995, 0.5000002947772262, 0.49999994942420645, 0.5000000086774337, 0.49999999851118776, 0.5000000002554399, 0.4999999999561734, 0.5000000000075195, 0.49999999999870964, 0.5000000000002215, 0.49999999999996186, 0.5000000000000068, 0.49999999999999867, 0.5000000000000003, 0.49999999999999994, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[-1.4785172228985743, 0.5398797296658602, 0.145270837676993, -0.022850918135989152, 0.003973238921922494, -0.0006801142569377331, 0.00011673565205463351, -2.002730188579681e-05, 3.4361820801661256e-06, -5.895544523871885e-07, 1.011515870887371e-07, -1.7354867344653424e-08, 2.9776244714496627e-09, -5.108797831833003e-10, 8.765321800949765e-11, -1.5039081091798543e-11, 2.580713420734516e-12, -4.429789868256337e-13, 7.638334409420494e-14, -1.3544720900427093e-14, 2.6645352591003686e-15, -6.661338147750944e-16, 1.1102230246251564e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,WSVM,30,1000,1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,30,1000,1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2336065573770493, 0.40552584670231717, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.594028674510018, 0.19124631348233692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
